Review,Brand,Variety,Style,Country,Stars,Count,Average
1437,Knorr,quick serve macaroni abalone & chicken flavour,Pack,Hong Kong,3,137,3.8018248175182485
1436,Chencun,rice noodle beef with brown sauce,Cup,China,3.5,169,3.4218934911242602
1435,Maggi,2 minute noodles assam laksa flavour,Pack,Singapore,4,109,4.126146788990826
1434,Maggi,hot cup perisa kari,Cup,Malaysia,3.5,155,4.154193548387097
1433,Maggi,2 minute noodles curry flavour,Pack,Singapore,3.75,109,4.126146788990826
1432,Maggi,senses laksa instant noodles,Pack,Singapore,5,109,4.126146788990826
1431,Maggi,extra spicy curry instant noodles,Pack,Singapore,5,109,4.126146788990826
1430,Samyang Foods,buldak bokkummyeon,Bowl,South Korea,4,307,3.7905537459283387
1428,Myojo,chukazanmai beijing style salt ramen,Pack,Japan,3,352,3.981605113636364
1426,Ottogi,cheese bokki,Bowl,South Korea,4,307,3.7905537459283387
1425,Hao Way,instant penang white curry noodles,Pack,Malaysia,4.5,155,4.154193548387097
1423,Vina Acecook,king chef seafood with kimchi flavour,Pack,Vietnam,3,108,3.187962962962963
1421,Nongshim,korean clay pot ramyun noodle,Cup,China,2.75,169,3.4218934911242602
1420,Maruchan,i want to eat ramen shio,Pack,Japan,3.75,352,3.981605113636364
1419,Vifon,ngon-ngon tom yum minced pork noodle,Cup,Vietnam,3.5,108,3.187962962962963
1418,Ottogi,ppushu ppushu grilled chicken flavor,Pack,South Korea,1,307,3.7905537459283387
1417,Sau Tao,oat noodle abalone flavored,Pack,Taiwan,1.75,224,3.6654017857142853
1416,Myojo,chukazanmai szechuan style miso,Pack,Japan,2,352,3.981605113636364
1415,Chewy,instant rice vermicelli original flavour,Pack,Hong Kong,0.5,137,3.8018248175182485
1414,Paldo,cheese ramyun (for us market),Pack,South Korea,5,307,3.7905537459283387
1413,Chering Chang,curry la-men,Pack,Taiwan,5,224,3.6654017857142853
1412,Chewy,non-fried ramen noodles taiwan roast pork flavour,Pack,Hong Kong,4,137,3.8018248175182485
1411,A-Sha Dry Noodle,prince katsu snack noodles,Pack,Taiwan,4,224,3.6654017857142853
1410,Adabi,mi segera tom yam instant noodles,Pack,Malaysia,3.25,155,4.154193548387097
1409,Baixiang Noodles,spicy artificial beef flavour instant noodles with soup base,Pack,China,3.5,169,3.4218934911242602
1408,Pamana,chicken sopas creamy macaroni soup,Cup,Philippines,3.5,47,3.3297872340425534
1406,La Fonte,spaghetti with mushroom sauce,Pack,Indonesia,3.75,126,4.067460317460317
1405,Maggi,masala dumdaar noodles,Pack,India,3.75,31,3.3951612903225805
1404,Thai Choice,instant noodles seafood flavour,Cup,Thailand,4,191,3.384816753926702
1402,Pop Bihun,spesial rasa kari ayam pedas,Pack,Indonesia,3.75,126,4.067460317460317
1401,Myojo,yomise no yakisoba shiodare flavor with black pepper mayonnaise,Tray,Japan,3.75,352,3.981605113636364
1400,Pulmuone,nature is delicious non-fried ramyun (spicy flavor) (new version),Pack,South Korea,3.75,307,3.7905537459283387
1399,Vina Acecook,oh! ricey pho bo instant rice noodles,Bowl,Vietnam,3.75,108,3.187962962962963
1398,Nissin,fried noodle specialist tom yam mee goreng flavour,Pack,Singapore,3,109,4.126146788990826
1397,Wu-Mu,steam seafood flavor ramen,Pack,Taiwan,4,224,3.6654017857142853
1396,Oyatsu,baby star snack noodle yakisoba flavor,Pack,Japan,4.75,352,3.981605113636364
1394,Paldo,mild kokomen (prototype),Pack,South Korea,4.5,307,3.7905537459283387
1393,Saji,sajimee curry soup flavour,Pack,Malaysia,4.25,155,4.154193548387097
1390,Indomie,mi goreng rasa iga penyet,Pack,Indonesia,4.75,126,4.067460317460317
1388,Paldo,barbecue ramyun (prototype),Pack,South Korea,3.75,307,3.7905537459283387
1387,Takamori Kosan,red pepper 7 garlic peperoncino,Pack,Japan,4,352,3.981605113636364
1386,Takamori Kosan,sukiyaki style noodle stew,Pack,Japan,4.5,352,3.981605113636364
1385,Takamori Kosan,yaki-udon roast soy sauce,Pack,Japan,3.75,352,3.981605113636364
1384,Takamori Kosan,hiyashi udon bonito sauce,Pack,Japan,3,352,3.981605113636364
1383,Takamori Kosan,futomen yakisoba,Pack,Japan,4.75,352,3.981605113636364
1382,Takamori Kosan,hiyashi chuka lemon sauce,Pack,Japan,4.75,352,3.981605113636364
1381,Takamori Kosan,curry udon,Pack,Japan,5,352,3.981605113636364
1380,Takamori Kosan,chanpon,Pack,Japan,3.75,352,3.981605113636364
1379,Takamori Kosan,shio yakisoba,Pack,Japan,4,352,3.981605113636364
1378,Takamori Kosan,yakisoba,Pack,Japan,5,352,3.981605113636364
1377,Takamori Kosan,yaki-udon mild spicy sauce,Pack,Japan,4.25,352,3.981605113636364
1376,Takamori Kosan,katsuo dashi udon,Pack,Japan,3.75,352,3.981605113636364
1375,Takamori Kosan,spaghetti napolitan,Pack,Japan,4,352,3.981605113636364
1374,Tokyo Noodle,spicy garlic ramen,Pack,Japan,3.25,352,3.981605113636364
1372,Samyang Foods,nagasaki jjamppong,Cup,South Korea,3.75,307,3.7905537459283387
1370,Papa,oriental style instant 'kua-chap',Pack,Thailand,3.25,191,3.384816753926702
1369,A-Sha Dry Noodle,hello kitty za jiang (soybean sauce),Pack,Taiwan,3.25,224,3.6654017857142853
1365,Four Seas,seaweed hot & spicy instant noodle mushroom & beef flavour,Bowl,Hong Kong,3.5,137,3.8018248175182485
1364,Golden Wheat,korean style stew pork flavour noodle soup,Bowl,China,1.75,169,3.4218934911242602
1363,Sau Tao,instant noodle king won ton flavor,Pack,Hong Kong,2.75,137,3.8018248175182485
1362,Mamee,instant noodles curry flavour,Pack,Malaysia,3.5,155,4.154193548387097
1361,Mamee,chef creamy tom yam flavour,Pack,Malaysia,5,155,4.154193548387097
1360,Mamee,monster bbq flavour snack noodles,Pack,Malaysia,3.75,155,4.154193548387097
1359,Mamee,chef curry laksa flavour,Cup,Malaysia,5,155,4.154193548387097
1358,Mamee,sllrrrp! asam laksa,Pack,Malaysia,4,155,4.154193548387097
1357,Mamee,mie goreng indonesia spicy sambal,Cup,Malaysia,5,155,4.154193548387097
1356,Mamee,chef spicy chicken shiitake flavour,Pack,Malaysia,3.25,155,4.154193548387097
1355,Mamee,instant vermicelli chicken flavour,Pack,Malaysia,3.25,155,4.154193548387097
1354,Mamee,chef creamy tom yam flavour,Cup,Malaysia,4.75,155,4.154193548387097
1353,Mamee,instant noodles vegetarian flavour,Pack,Malaysia,3.75,155,4.154193548387097
1352,Mamee,sllrrrp! kari berapi,Pack,Malaysia,3.75,155,4.154193548387097
1351,Mamee,monster chicken flavour snack noodles,Pack,Malaysia,4,155,4.154193548387097
1350,Mamee,chef curry laksa flavour,Pack,Malaysia,5,155,4.154193548387097
1349,Mamee,mie goreng indonesia original flavour,Cup,Malaysia,4.5,155,4.154193548387097
1348,Mamee,instant vermicelli tom yam flavour,Pack,Malaysia,3.75,155,4.154193548387097
1347,Paldo,bulnak bokkummyun spicy fried octopus ramyun,Pack,South Korea,4,307,3.7905537459283387
1346,Oyatsu,baby star ramen round consomme mini,Pack,Japan,3.75,352,3.981605113636364
1342,Ah Lai,white curry noodle,Pack,Malaysia,4.5,155,4.154193548387097
1340,Indomie,taste of asia mi goreng rasa bulgogi ala korea,Pack,Indonesia,2.75,126,4.067460317460317
1339,Kin-Dee,instant rice noodle pad thai,Tray,Thailand,3.75,191,3.384816753926702
1331,Indomie,taste of asia mi kuah rasa tom yum ala thailand,Pack,Indonesia,3.75,126,4.067460317460317
1330,Sapporo Ichiban,otafuku okonomi sauce yakisoba,Tray,Japan,5,352,3.981605113636364
1329,Vifon,oriental style instant noodle mi ga chicken flavor,Cup,Vietnam,1.25,108,3.187962962962963
1328,A-Sha Dry Noodle,hello kitty la wei (spicy flavor),Pack,Taiwan,3.75,224,3.6654017857142853
1327,Unif,unif-100 instant noodles artificial tart beef flavor,Pack,China,3,169,3.4218934911242602
1326,Mamee,mi segera sllrrrp! perencah kari xtra pedas,Pack,Malaysia,3.75,155,4.154193548387097
1325,Koka,spicy shrimp tom yam flavour,Cup,Singapore,3.25,109,4.126146788990826
1324,Ruski,instant noodles stewed beef flavour,Pack,Thailand,3.5,191,3.384816753926702
1323,Golden Wheat,korean style mushroom chicken flavour cooking noodle,Pack,China,2,169,3.4218934911242602
1322,Hi-Myon,instant noodle udon hot & spicy,Pack,South Korea,4,307,3.7905537459283387
1321,Takamori Kosan,fresh chow mein noodles with seasoning,Pack,Japan,3.75,352,3.981605113636364
1320,Mama,instant noodles cup seafood flavour,Cup,Thailand,3.75,191,3.384816753926702
1319,Adabi,mi segera kari ayam instant noodles,Pack,Malaysia,4.25,155,4.154193548387097
1318,Nissin,spa oh tarako spaghetti,Bowl,Japan,4,352,3.981605113636364
1317,Ve Wong,little prince brand snack noodles original flavor,Pack,Taiwan,2.5,224,3.6654017857142853
1316,Ottogi,japchae vermicelli noodle,Pack,South Korea,2.75,307,3.7905537459283387
1314,Paldo,korean traditional beef gomtangmen,Pack,South Korea,5,307,3.7905537459283387
1313,Healtimie,green barley noodle vegetable soup,Pack,Indonesia,3.25,126,4.067460317460317
1312,Maruchan,i want to eat ramen miso flavor,Pack,Japan,3.75,352,3.981605113636364
1311,Pop Bihun,spesial rasa soto ayam,Pack,Indonesia,4,126,4.067460317460317
1309,Yum Yum,oriental style instant noodles seafood flavour,Cup,Thailand,3.75,191,3.384816753926702
1308,Nongshim,soon veggie noodle soup,Pack,South Korea,5,307,3.7905537459283387
1307,Nissin,cup noodle cheese curry,Cup,Japan,3.75,352,3.981605113636364
1306,Koka,oriental style instant noodles tom yam flavour,Pack,Singapore,2.5,109,4.126146788990826
1305,A-Sha Dry Noodle,instant noodle original flavor,Pack,Taiwan,3.75,224,3.6654017857142853
1304,Nissin,demae ramen shoyu tonkotsu artificial pork flavour,Pack,Hong Kong,4.75,137,3.8018248175182485
1302,Mama,instant noodles yentafo tom yum mohfai flavour,Pack,Thailand,5,191,3.384816753926702
1301,Knorr,quick serve macaroni shrimp broth,Pack,Hong Kong,3.25,137,3.8018248175182485
1300,Samyang Foods,red nagasaki jjampong,Pack,South Korea,5,307,3.7905537459283387
1298,Good Tto Leu Foods,lightning beef bone tteokguk rice cake soup,Bowl,South Korea,4,307,3.7905537459283387
1297,GaGa,mie gepeng kuah rasa ayam lada hitam,Pack,Indonesia,3.25,126,4.067460317460317
1296,Wu-Mu,ramen with pickled mustard flavor,Pack,Taiwan,3.5,224,3.6654017857142853
1295,Wu-Mu,steam mushroom flavor ramen,Pack,Taiwan,3.25,224,3.6654017857142853
1294,Thai Choice,instant noodles chicken flavour,Cup,Thailand,3,191,3.384816753926702
1293,Myojo,prawn noodles,Pack,Singapore,4.25,109,4.126146788990826
1291,A-One,mã¬ ly instant noodles mã¬ tã´m shrimp flavor,Cup,Vietnam,3.25,108,3.187962962962963
1290,Nongshim,sain sain garlic teriyaki fresh cooked udon pasta,Tray,South Korea,4.5,307,3.7905537459283387
1289,JML,braised beef noodles,Pack,China,4,169,3.4218934911242602
1288,Sau Tao,qq scallop seafood vermicelli,Bowl,Hong Kong,3.75,137,3.8018248175182485
1287,Kimura,kumamoto tonkotsu ramen,Pack,Japan,5,352,3.981605113636364
1285,Lucky Me!,supreme chow mein seafood flavor instant stir-fried noodles,Bowl,Philippines,3.25,47,3.3297872340425534
1283,Nongshim,oolongmen kimchi cup noodle soup mix,Cup,South Korea,4,307,3.7905537459283387
1282,Koka,purple wheat noodles aglio olio,Pack,Singapore,2.75,109,4.126146788990826
1281,Tokachimen Koubou,jet black sesame oil pork tonkotsu,Bowl,Japan,2.25,352,3.981605113636364
1280,Deshome,sun dried noodle chlorella powder noodle with curry sauce,Pack,Taiwan,5,224,3.6654017857142853
1278,Ottogi,ppushu ppushu noodle snack bulgogi flavor,Pack,South Korea,3.25,307,3.7905537459283387
1277,Vifon,mã¬ gã  tã¬m chua cay hot & sour chicken flavor instant noodles,Pack,Vietnam,2,108,3.187962962962963
1276,Adabi,mi bandung prawn mee,Pack,Malaysia,4.25,155,4.154193548387097
1275,Wu-Mu,ramen with stewed pork flavor,Pack,Taiwan,4.5,224,3.6654017857142853
1274,Wu-Mu,shiitake flavor spinach ramen,Pack,Taiwan,3.75,224,3.6654017857142853
1272,Samyang Foods,baked noodle spicy grilled beef ramyun,Pack,South Korea,3.5,307,3.7905537459283387
1271,Prima Taste,singapore chilli crab la mian,Pack,Singapore,5,109,4.126146788990826
1269,Chewy,rice vermicelli scallop with xo sauce flavour,Pack,Hong Kong,2.5,137,3.8018248175182485
1268,Wu-Mu,dried noodle with jah jan sauce,Pack,Taiwan,3.25,224,3.6654017857142853
1267,ABC,mi cup rasa soto ayam chicken soto flavour,Cup,Indonesia,3.75,126,4.067460317460317
1266,ABC,selera pedas mi goreng cup rasa gulai ayam pedas hot gulai chicken,Cup,Indonesia,4,126,4.067460317460317
1265,ABC,rasa ayam bawang chicken onion flavour,Cup,Indonesia,3.75,126,4.067460317460317
1264,ABC,selera pedas mi goreng cup rasa ayam pedas limau hot chicken lemon flavour,Cup,Indonesia,4.25,126,4.067460317460317
1263,Nissin,cup noodle curry x gunpla rx-78-2 gundam,Cup,Japan,4.25,352,3.981605113636364
1262,ABC,mi cup rasa kari ayam chicken curry flavour,Cup,Indonesia,3.75,126,4.067460317460317
1261,Eat & Go,rasa baso sapi meat ball mi instan cup,Cup,Indonesia,3.75,126,4.067460317460317
1260,ABC,mi goreng pangsit fried noodle with dumpling,Pack,Indonesia,5,126,4.067460317460317
1259,Eat & Go,chicken onion mi instan cup,Cup,Indonesia,3.75,126,4.067460317460317
1258,President,mi goreng rasa ayam chicken flavoured fried noodle,Pack,Indonesia,4.5,126,4.067460317460317
1257,ABC,mi goreng spesial special fried noodle,Cup,Indonesia,4,126,4.067460317460317
1256,Eat & Go,curry chicken mi instan cup,Cup,Indonesia,4.25,126,4.067460317460317
1255,Thai Choice,instant noodles shrimp flavour,Cup,Thailand,3.25,191,3.384816753926702
1254,Four Seas,sesame oil chicken flavour instant noodle,Bowl,Hong Kong,2.75,137,3.8018248175182485
1251,Mama,instant noodles tom saab flavour,Pack,Thailand,3.5,191,3.384816753926702
1250,Samyang Foods,ä¸‰é¤šë¼ë©´ (samyang ramyun) (south korean version),Bowl,South Korea,3.75,307,3.7905537459283387
1248,Wu-Mu,beef flavour tomato ramen,Pack,Taiwan,4,224,3.6654017857142853
1247,Maruchan,i want to eat ramen pork tonkotsu flavor,Pack,Japan,4,352,3.981605113636364
1245,Sau Tao,instant noodle king abalone & chicken flavoured,Pack,Hong Kong,3.5,137,3.8018248175182485
1244,Unif,unif-100 pickled cayenne flavor beef ramen,Pack,China,3.75,169,3.4218934911242602
1243,Nissin,demae rice vermicelli chicken flavour instant rice vermicelli with soup base,Pack,Hong Kong,1.75,137,3.8018248175182485
1241,Nissin,donbei kansai soy sauce flavor udon,Pack,Japan,3.75,352,3.981605113636364
1240,Maggi,big kari perencah (big curry flavor) 2 minute noodles,Pack,Malaysia,4,155,4.154193548387097
1239,SuperMi,rasa ayam spesial,Pack,Indonesia,4,126,4.067460317460317
1238,Sapporo Ichiban,sesame ramen,Pack,Japan,5,352,3.981605113636364
1237,Mama,instant noodles creamy tom yum minced pork flavour,Pack,Thailand,3.5,191,3.384816753926702
1236,Emart,dare you habanero ramyun,Cup,South Korea,3.25,307,3.7905537459283387
1235,Nissin,demae ramen miso tonkotsu artificial pork flavor ramen noodle,Pack,Hong Kong,3.75,137,3.8018248175182485
1232,GaGa,mie gepeng kuah rasa ayam bawang pedas,Pack,Indonesia,3.25,126,4.067460317460317
1231,A-Sha Dry Noodle,instant noodle shallot flavor,Pack,Taiwan,3.75,224,3.6654017857142853
1230,Saji,sajimee original soto soup flavor,Pack,Malaysia,4,155,4.154193548387097
1229,Kumamoto,tonkotsu ramen mega dragon,Pack,Japan,2.5,352,3.981605113636364
1228,Maruchan,seimen japanese instant ramen noodles shio aji,Pack,Japan,3.75,352,3.981605113636364
1226,Master Kong,artificial braised beef flavor instant noodle,Bowl,China,3.75,169,3.4218934911242602
1224,HoMyeonDang,premium noodle house seafood ramyun,Pack,South Korea,4,307,3.7905537459283387
1223,Sawadee,instant noodles prawn oriental flavour,Pack,Malaysia,2.5,155,4.154193548387097
1221,ABC,selera pedas hot semur chicken flavour,Pack,Indonesia,4.5,126,4.067460317460317
1220,Nissin,ultraman instant noodle pork flavour,Cup,Japan,3,352,3.981605113636364
1219,Tokyo Noodle,mini instant noodle spicy flavor,Pack,Japan,3.5,352,3.981605113636364
1218,Sau Tao,ho fan beef soup flavored,Pack,China,3.75,169,3.4218934911242602
1217,Doll,hello kitty dim sum noodle japanese curry flavour,Cup,Hong Kong,3.5,137,3.8018248175182485
1215,GaGa,mi instan cup milk chicken soup,Cup,Indonesia,4.75,126,4.067460317460317
1214,Eat & Go,rendang beef flavour fried instant noodle,Cup,Indonesia,5,126,4.067460317460317
1213,Nan Jie Cun,hot -dry instant noodles chilli flavour,Tray,China,0.5,169,3.4218934911242602
1212,Ruski,instant noodles tom yum flavour,Pack,Thailand,3.5,191,3.384816753926702
1211,Nissin,demae iccho instant noodle with soup base artificial chicken flavour,Bowl,Hong Kong,3,137,3.8018248175182485
1210,A-Sha Dry Noodle,hell spicy mala,Pack,Taiwan,4,224,3.6654017857142853
1208,Golden Wheat,korean style stew prok flavour cooking noodle,Pack,China,3.5,169,3.4218934911242602
1207,Nissin,ufo yakisoba with wasabi mayonnaise,Bowl,Japan,5,352,3.981605113636364
1206,China Best,frozen satay sauce noodle,Pack,Taiwan,1,224,3.6654017857142853
1205,Mama,instant noodles pork flavour with black pepper,Pack,Thailand,3.5,191,3.384816753926702
1203,GaGa,mie gepeng kuah rasa soto cabe hijau,Pack,Indonesia,3.5,126,4.067460317460317
1202,Sugakiya Foods,udon miso stew,Pack,Japan,3.25,352,3.981605113636364
1201,A-Sha Dry Noodle,instant noodle curry flavour,Pack,Taiwan,4.25,224,3.6654017857142853
1200,Men-Sunaoshi,tonkotsu ramen,Pack,Japan,3.75,352,3.981605113636364
1199,Mama,instant noodles chicken green curry flavour,Pack,Thailand,3.75,191,3.384816753926702
1198,Samyang Foods,maesaengyitangmyun baked noodle,Pack,South Korea,5,307,3.7905537459283387
1197,Nissin,cup noodle chilli tomato,Cup,Japan,4.5,352,3.981605113636364
1195,Sawadee,instant noodles spicy tomato flavour,Pack,Malaysia,2.5,155,4.154193548387097
1194,Paldo,namja ramyun (us version),Bowl,South Korea,4,307,3.7905537459283387
1192,Wu-Mu,ramen with simmered pork flavor,Pack,Taiwan,3.75,224,3.6654017857142853
1191,GaGa,seribu 1000 goreng spesial,Pack,Indonesia,4,126,4.067460317460317
1190,Sanrio,hello kitty hakata shoyutonkotsu ramen,Bowl,Japan,3.75,352,3.981605113636364
1189,Acecook,comet mori yukino tan-tan men,Bowl,Japan,5,352,3.981605113636364
1188,Chencun,braised pork ribs,Cup,China,3,169,3.4218934911242602
1187,Nongshim,shin ramyun cup,Cup,South Korea,3.5,307,3.7905537459283387
1184,Sapporo Ichiban,pokemon shoyu ramen,Cup,Japan,3.5,352,3.981605113636364
1183,Paldo,cheese noodle,Pack,South Korea,5,307,3.7905537459283387
1181,Samyang Foods,star popeye ramyun snack,Pack,South Korea,4,307,3.7905537459283387
1180,Wei Lih,whatâ€™s that? leisure meatballs spicy chicken flavor,Pack,Taiwan,3.75,224,3.6654017857142853
1179,Myojo,chukazanmai guangdong style ramen,Pack,Japan,4.25,352,3.981605113636364
1177,ABC,mi abc rasa ayam bawang (onion chicken),Pack,Indonesia,4,126,4.067460317460317
1176,Maruchan,old style shio ramen,Pack,Japan,3.5,352,3.981605113636364
1175,Healtimie,green barley noodle milk chicken soup,Pack,Indonesia,4.25,126,4.067460317460317
1174,Itomen,crab flavor instant ramen,Pack,Japan,4,352,3.981605113636364
1173,Pop Bihun,spesial goreng special,Pack,Indonesia,3.5,126,4.067460317460317
1170,Acecook,jan jan yakisoba,Cup,Japan,3.75,352,3.981605113636364
1168,Nissin,donbei curry udon (west japanese),Bowl,Japan,3.25,352,3.981605113636364
1166,Unif,man han feast sichuan chilli eel flavor,Bowl,Taiwan,5,224,3.6654017857142853
1163,Chewy,rice vermicelli spicy beef with chilli flavour,Pack,China,3.25,169,3.4218934911242602
1162,Nissin,chanpon ramen,Pack,Japan,4.75,352,3.981605113636364
1161,GaGa,100 green chilli soto flavour,Pack,Indonesia,3.75,126,4.067460317460317
1160,Samyang Foods,chacharoni,Pack,South Korea,3.75,307,3.7905537459283387
1159,Peyang,yakisoba,Tray,Japan,5,352,3.981605113636364
1158,Nissin,demae iccho xo sauce seafood flavour,Bowl,Hong Kong,4,137,3.8018248175182485
1156,Vifon,oriental style instant vermicelli sour crab flavour soup,Pack,Vietnam,3.75,108,3.187962962962963
1154,Golden Wheat,korean style shrimp flavour cooking noodle,Pack,China,3.5,169,3.4218934911242602
1153,Wu-Mu,spicy flavor tomato ramen,Pack,Taiwan,4,224,3.6654017857142853
1152,Sapporo Ichiban,tomato & basil shio ramen,Pack,Japan,4,352,3.981605113636364
1151,Asian Thai Foods,fatafat vegetable flavor,Pack,Nepal,3.75,14,3.5535714285714284
1150,Asian Thai Foods,krrish instant noodles chicken flavor,Pack,Nepal,3.5,14,3.5535714285714284
1149,Asian Thai Foods,preeti instant noodles chicken soup base,Pack,Nepal,3.5,14,3.5535714285714284
1148,Asian Thai Foods,miteri instant noodles vegetable flavor,Pack,Nepal,3.5,14,3.5535714285714284
1147,Asian Thai Foods,rumpum chicken soup base,Pack,Nepal,3.5,14,3.5535714285714284
1146,Asian Thai Foods,2pm precooked noodles chicken curry delight,Pack,Nepal,3.5,14,3.5535714285714284
1145,Asian Thai Foods,fatafat chicken flavor,Pack,Nepal,3.75,14,3.5535714285714284
1144,Asian Thai Foods,krrish instant noodles vegetable curry flavor,Pack,Nepal,3.5,14,3.5535714285714284
1143,Asian Thai Foods,rumpum vegetable soup base,Pack,Nepal,4.25,14,3.5535714285714284
1142,Asian Thai Foods,miteri instant noodles chicken flavor,Pack,Nepal,4,14,3.5535714285714284
1141,Asian Thai Foods,joker ready to eat noodles,Pack,Nepal,3.25,14,3.5535714285714284
1140,Asian Thai Foods,preeti instant noodles veg soup base,Pack,Nepal,5,14,3.5535714285714284
1139,Asian Thai Foods,gaurav chicken seasoning,Pack,Nepal,3.75,14,3.5535714285714284
1138,Tablemark,downtown ramen shop shoyu,Pack,Japan,4.75,352,3.981605113636364
1137,Koka,oriental style instant noodles crab flavour,Pack,Singapore,3.75,109,4.126146788990826
1136,Nissin,yakisoba,Pack,Japan,5,352,3.981605113636364
1135,Indomie,instant noodle beef & lime flavour,Pack,Indonesia,4.25,126,4.067460317460317
1134,Hi-Myon,katsuo udon,Pack,South Korea,4,307,3.7905537459283387
1133,Kamfen,e-men noodles abalone soup flavor,Pack,Hong Kong,3.75,137,3.8018248175182485
1131,Wei Lih,whatâ€™s that? leisure meatballs chicken flavor,Pack,Taiwan,3.75,224,3.6654017857142853
1129,Oyatsu,baby star ramen round chikinmini,Pack,Japan,3.5,352,3.981605113636364
1128,Lucky Me!,special instant pancit bihon with kalamansi,Pack,Philippines,3.25,47,3.3297872340425534
1126,GaGa,mie jepeng goreng rasa ayam lada hitam,Pack,Indonesia,4,126,4.067460317460317
1124,Samyang Foods,ganjjampong,Bowl,South Korea,4.25,307,3.7905537459283387
1123,Maruchan,fresh yaki-soba stir fry noodles with seasoning sauce base,Pack,Japan,4.25,352,3.981605113636364
1122,Nagao Noodle,ramen kamen thasos galle pork bone,Pack,Japan,4.25,352,3.981605113636364
1121,Sau Tao,oat noodle sesame oil flavored,Pack,China,3.75,169,3.4218934911242602
1120,ABC,selera pedas mi rebus hot gulai flavor,Pack,Indonesia,4.75,126,4.067460317460317
1116,Tokyo Noodle,mini instant noodles artificial chicken flavor,Pack,Japan,5,352,3.981605113636364
1114,Maitri,vegetarian fried noodles (mie goreng),Pack,Indonesia,4,126,4.067460317460317
1113,Samyang Foods,samyang ramyun (sk version),Cup,South Korea,3.5,307,3.7905537459283387
1112,Mama,oriental style instant kua-chap clear soup,Pack,Thailand,3.75,191,3.384816753926702
1111,Golden Wheat,korean style stew beef cooking noodle,Pack,China,3.25,169,3.4218934911242602
1110,GS25,gonghwachun jjajangmyun,Pack,South Korea,4.5,307,3.7905537459283387
1109,La Fonte,spaghetti with bolognese sauce,Box,Indonesia,4.25,126,4.067460317460317
1108,Chencun,spicy beef,Cup,China,3.5,169,3.4218934911242602
1107,Nissin,demae ramen kimchi flavour instant noodle with soup base,Bowl,Hong Kong,3.5,137,3.8018248175182485
1106,Nissin,raoh rich soy sauce with roast pork (2 slices),Bowl,Japan,4.5,352,3.981605113636364
1105,Nongshim,doong ji authentic korean cold noodles with chili sauce,Tray,South Korea,5,307,3.7905537459283387
1103,Myojo,ippei-chan yomise no yakisoba teriyaki mayo flavor,Tray,Japan,5,352,3.981605113636364
1101,Eat & Go,spicy chicken mi instan cup,Cup,Indonesia,4.25,126,4.067460317460317
1098,Tropicana Slim,low fat noodles hainan chicken,Pack,Indonesia,3.75,126,4.067460317460317
1097,Amianda,homely dried noodles - sesame pate,Pack,Taiwan,3.75,224,3.6654017857142853
1096,Amianda,tachia noodles - hot & spicy sauce,Pack,Taiwan,3.5,224,3.6654017857142853
1095,Amianda,tachia dried noodles - fried shallot,Pack,Taiwan,3.25,224,3.6654017857142853
1094,Amianda,thin noodles - sesame oil,Pack,Taiwan,4.25,224,3.6654017857142853
1093,Amianda,hakka flat noodles - satay sauce,Pack,Taiwan,4.5,224,3.6654017857142853
1092,Amianda,tachia dried noodles - rou zhou meat sauce,Pack,Taiwan,5,224,3.6654017857142853
1091,Amianda,homely dried noodles - original flavor ,Pack,Taiwan,4,224,3.6654017857142853
1090,Amianda,dried noodles - spicy sauerkraut,Pack,Taiwan,3.25,224,3.6654017857142853
1089,Amianda,hakka flat noodles - fried bean sauce,Pack,Taiwan,4.25,224,3.6654017857142853
1088,Amianda,tachia dried noodles - peppery,Pack,Taiwan,3.75,224,3.6654017857142853
1087,MyKuali,penang white curry noodle,Pack,Malaysia,5,155,4.154193548387097
1085,Vina Acecook,hao hao mi goreng shrimp & onion flavour,Pack,Vietnam,3.5,108,3.187962962962963
1083,Nissin,goota demi hamburg-men,Cup,Japan,4.75,352,3.981605113636364
1082,Indomie,mi goreng cabe ijo,Pack,Indonesia,4.5,126,4.067460317460317
1081,Deshome,aloe noodle sesame sauce,Pack,Taiwan,3.25,224,3.6654017857142853
1080,Deshome,black eyed beans noodle basil sauce & sesame sauce,Pack,Taiwan,3.5,224,3.6654017857142853
1079,Deshome,aloe noodle vegetable sauce,Pack,Taiwan,5,224,3.6654017857142853
1078,Deshome,black eyed beans noodle spicy soybean sauce & sesame sauce,Pack,Taiwan,3.75,224,3.6654017857142853
1077,Deshome,aloe noodle red onion & sesame sauce,Pack,Taiwan,5,224,3.6654017857142853
1076,Deshome,black eyed beans noodle vegetable sauce & sesame sauce,Pack,Taiwan,3.75,224,3.6654017857142853
1075,Deshome,aloe noodle with basil sauce,Pack,Taiwan,5,224,3.6654017857142853
1074,Deshome,pollen noodles sesame sauce & soy sauce,Pack,Taiwan,4.25,224,3.6654017857142853
1073,Deshome,black eyed bean noodle red onion sauce & sesame sauce,Pack,Taiwan,3.75,224,3.6654017857142853
1072,Deshome,aloe noodle with spicy soybean sauce,Pack,Taiwan,4,224,3.6654017857142853
1071,Nissin,raoh soy sauce taste,Pack,Japan,4,352,3.981605113636364
1070,HoMyeonDang,premium noodle house pork & seafood flavor,Pack,South Korea,4,307,3.7905537459283387
1069,Nissin,raoh rich miso flavor,Bowl,Japan,5,352,3.981605113636364
